Name,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,Location,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
Test1.txt.txt,"2026-04-18 02:35:49 PKT","2026-04-18 02:35:49 PKT","2026-04-18 02:35:49 PKT","2026-04-18 02:35:21 PKT",51,Allocated,Allocated,unknown,"/img_WEEK7_USB_EVIDENCE_01.E01/vol_vol4/Test1.txt.txt",,,,txt
